305,13,5,5,5,9,6,1,1,5,0,2,3,2,11,7,75,6,5,7,18,2,8,1,2,1,2,0,16,1,2,2,1,2,2,1,1,12,1,1,1,0,1,2,6,0,1,13,,,,134
306,12,5,5,5,9,6,1,1,8,1,2,4,2,11,7,79,6,5,4,15,2,9,1,3,1,2,0,18,1,2,2,1,2,2,1,1,12,1,1,1,1,1,2,0,1,1,9,,,,133
307,13,5,4,5,9,6,0,0,7,1,2,2,2,11,7,74,6,5,5,16,2,5,1,2,1,2,0,13,1,2,2,0,2,0,0,0,7,0,0,0,1,1,1,4,0,1,8,,,,118
308,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,9,1,3,1,2,5,23,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,149
309,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,8,1,2,1,2,6,22,1,2,2,1,2,2,1,1,12,1,1,1,1,1,2,6,1,1,15,,,,147
310,12,4,5,4,8,4,0,0,4,0,2,0,2,0,4,49,6,4,3,13,2,9,0,0,1,2,5,19,1,2,2,0,2,2,0,0,9,0,1,0,0,0,0,5,1,0,7,,,,97
311,13,5,5,5,9,6,1,1,0,0,2,4,2,11,7,71,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,0,2,2,1,0,10,0,1,0,0,1,2,6,0,1,11,,,,134
312,13,5,5,5,9,6,1,1,6,1,2,4,2,11,7,78,6,5,6,17,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,5,1,1,14,,,,146
313,13,5,5,5,9,6,1,1,8,1,2,4,2,10,7,79,6,5,7,18,0,0,0,0,0,0,0,0,1,2,2,0,2,2,1,0,10,1,1,1,0,1,1,4,0,1,10,,,,117
314,13,5,0,5,9,6,1,1,8,1,2,4,2,11,7,75,6,5,7,18,0,9,0,3,1,2,6,21,1,2,2,1,2,2,2,1,13,1,1,1,1,1,0,6,0,1,12,,,,139
315,13,5,5,0,9,6,1,1,8,0,2,4,2,11,6,73,6,5,0,11,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,5,1,1,1,1,1,2,6,0,0,13,,,,102
316,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,150
317,13,5,5,5,9,6,1,1,8,1,2,4,2,10,7,79,6,5,7,18,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,7,0,1,0,0,1,1,5,0,0,8,,,,112
318,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,1,0,0,0,0,0,0,1,1,2,2,1,2,2,2,1,13,1,1,0,0,1,2,6,1,1,13,,,,125
319,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,6,17,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,149
320,13,5,0,4,9,4,1,1,2,1,2,4,1,8,6,61,6,5,5,16,2,9,1,2,1,2,0,17,1,0,2,1,2,2,1,1,10,1,1,1,1,1,2,5,0,1,13,,,,117
321,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,1,9,1,3,1,2,5,22,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,148
322,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,1,1,2,2,1,12,1,1,1,1,1,2,6,1,1,15,,,,149
323,13,5,5,5,9,6,1,1,8,0,2,4,2,11,7,79,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,149
324,13,5,5,4,9,5,1,1,5,0,2,3,2,0,6,61,6,5,1,12,1,0,0,0,0,0,0,1,0,2,2,1,2,2,2,0,11,0,0,0,1,0,1,5,0,1,8,,,,93
325,13,5,5,5,9,4,1,1,6,1,2,3,1,10,7,73,6,5,6,17,2,9,1,2,1,2,5,22,1,2,2,1,2,2,0,1,11,1,1,0,0,1,2,6,0,1,12,,,,135
326,13,5,5,5,9,6,1,1,8,1,2,4,2,11,5,78,6,5,5,16,2,9,0,3,1,2,5,22,1,2,2,0,1,2,0,1,9,1,1,0,0,0,0,6,1,0,9,,,,134
327,13,5,5,5,9,6,1,1,8,1,2,4,1,11,7,79,6,0,5,11,2,0,1,3,1,2,0,9,1,2,2,1,2,2,2,0,12,1,1,1,0,1,2,0,0,1,7,,,,118
328,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,5,16,2,0,1,3,1,2,6,15,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,139
329,13,0,0,5,9,6,1,1,8,0,2,4,2,11,7,69,6,5,6,17,0,0,1,3,0,0,0,4,1,0,0,1,0,2,1,1,6,1,1,1,1,1,2,6,0,1,14,,,,110
330,11,0,0,5,0,0,1,1,7,1,2,0,2,11,7,48,6,5,7,18,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,5,1,1,0,0,0,2,5,0,1,10,,,,81
331,12,5,0,5,9,5,1,1,6,0,2,4,2,10,0,62,6,4,6,16,1,0,1,3,1,2,5,13,1,0,2,1,0,2,1,1,8,1,1,1,0,1,2,6,0,0,12,,,,111
332,13,5,0,5,9,5,1,1,8,1,2,4,2,11,7,74,6,5,7,18,1,0,0,2,1,2,0,6,1,0,2,1,2,2,2,1,11,1,1,1,1,1,2,0,0,1,8,,,,117
333,11,5,5,0,9,0,1,1,4,1,2,1,1,9,7,57,6,0,1,7,1,0,1,2,0,2,0,6,1,2,2,0,0,2,1,1,9,1,1,0,0,0,2,0,0,1,5,,,,84
334,12,0,0,5,8,3,1,1,5,1,1,3,2,10,6,58,6,0,6,12,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,5,1,1,1,1,0,1,6,1,0,12,,,,87
335,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,5,16,1,0,1,2,1,2,0,7,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,131
336,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,150
337,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,5,16,2,8,1,3,1,2,5,22,1,2,2,0,2,2,2,1,12,1,1,1,1,1,2,6,1,1,15,,,,145
338,13,5,5,5,9,6,1,1,5,0,2,4,1,9,7,73,6,0,4,10,1,0,0,2,0,0,0,3,1,0,0,0,0,2,0,0,3,1,1,0,0,0,2,6,0,0,10,,,,99
339,13,5,0,5,9,6,1,1,6,1,2,4,2,11,7,73,6,5,7,18,1,5,1,3,1,2,0,13,1,2,2,1,2,2,2,1,13,1,1,0,1,1,2,6,0,1,13,,,,130
340,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,5,16,2,0,1,3,1,2,0,9,1,0,2,1,2,2,2,1,11,1,1,1,1,1,2,0,1,1,9,,,,125
341,12,4,3,5,8,4,1,1,4,1,2,0,2,6,6,59,6,5,4,15,2,0,1,2,1,1,0,7,1,1,1,1,0,2,2,0,8,0,1,0,0,1,1,0,0,1,4,,,,93
342,13,5,4,0,9,6,1,1,8,1,2,4,2,11,7,74,6,5,1,12,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,0,1,14,,,,137
343,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,0,6,12,2,0,0,3,1,2,0,8,1,1,2,0,0,2,0,1,7,1,1,1,1,1,2,6,1,1,15,,,,122
344,13,0,0,5,9,6,1,1,7,1,2,4,1,10,7,67,6,5,7,18,2,0,0,3,1,2,0,8,1,2,2,1,2,2,1,0,11,1,1,1,1,1,2,6,1,1,15,,,,119
345,12,5,5,5,9,6,1,1,8,1,2,4,2,11,7,79,5,0,7,12,2,0,1,2,1,2,0,8,1,0,2,1,0,2,0,1,7,1,1,0,1,1,2,0,0,1,7,,,,113
346,12,5,0,5,9,6,1,1,5,1,2,4,2,10,6,69,6,5,6,17,2,0,1,2,1,2,0,8,1,2,2,1,0,2,1,1,10,1,1,1,1,1,2,0,1,1,9,,,,113
347,13,5,5,0,9,6,1,1,8,1,2,4,2,11,0,68,6,0,1,7,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,3,1,1,1,0,1,2,6,1,0,13,,,,92
348,13,5,0,0,9,6,1,1,7,1,2,4,2,11,7,69,6,0,1,7,1,0,0,3,0,0,0,4,1,0,0,0,0,2,0,1,4,1,1,1,1,1,2,6,1,1,15,,,,99
349,12,5,5,5,7,6,1,1,7,1,2,4,1,9,7,73,6,0,4,10,1,0,0,2,0,2,0,5,1,0,2,0,2,2,2,1,10,1,1,0,0,0,1,6,0,0,9,,,,107
350,13,5,5,0,9,6,1,1,8,1,2,4,2,11,7,75,6,4,1,11,2,0,1,3,1,2,0,9,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,123
351,13,5,5,0,9,6,1,1,8,1,2,4,2,11,0,68,6,0,0,6,2,9,1,3,1,2,0,18,1,2,2,1,2,2,2,1,13,1,1,0,1,1,2,0,1,1,8,,,,113
352,13,5,5,5,0,6,1,1,8,1,2,0,2,11,0,60,6,0,4,10,2,0,0,3,0,2,6,13,1,0,0,1,0,2,2,0,6,1,1,0,0,0,1,5,1,1,10,,,,99
353,12,5,5,5,8,5,1,1,7,1,2,4,2,0,7,65,6,0,7,13,2,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,3,1,1,1,1,0,2,5,1,1,13,,,,96
354,13,5,5,0,9,6,1,1,8,1,2,4,2,10,7,74,6,0,1,7,2,9,1,3,1,2,0,18,1,2,2,1,1,2,1,0,10,1,1,1,1,1,2,6,1,1,15,,,,124
355,13,5,5,5,9,6,1,1,7,0,2,2,2,9,7,74,6,5,6,17,2,9,0,2,1,2,0,16,0,2,0,1,2,2,0,0,7,1,1,0,0,0,0,6,0,0,8,,,,122
356,13,5,5,1,9,6,1,1,7,1,2,4,2,11,0,68,6,1,1,8,2,9,1,2,1,2,5,22,1,2,2,1,2,2,2,1,13,1,0,1,0,1,1,6,1,1,12,,,,123
357,13,5,5,0,9,6,1,1,8,1,2,4,2,10,7,74,6,0,1,7,0,9,1,3,1,2,0,16,1,2,2,1,2,2,2,1,13,1,1,1,0,1,2,6,1,1,14,,,,124
358,13,5,5,0,9,6,1,1,8,1,2,4,1,9,7,72,6,5,2,13,2,0,1,3,0,2,0,8,1,2,2,1,2,2,0,1,11,1,1,1,1,1,1,0,1,1,8,,,,112
359,13,5,5,0,9,6,1,1,8,1,2,3,2,10,7,73,6,0,0,6,2,9,0,0,0,2,6,19,1,2,2,1,2,2,1,1,12,1,1,1,0,1,2,6,1,1,14,,,,124
360,12,5,5,0,9,6,1,1,8,1,2,4,2,11,7,74,6,0,1,7,2,9,1,3,1,2,6,24,1,2,2,1,2,2,1,1,12,1,1,1,1,1,2,6,1,1,15,,,,132
361,13,5,5,0,9,6,1,1,8,1,2,4,2,10,0,67,6,5,1,12,2,9,1,3,1,2,6,24,0,2,2,1,2,2,2,1,12,0,1,1,1,1,2,5,1,1,13,,,,128
362,13,5,5,4,8,6,1,1,8,1,2,4,2,11,7,78,6,0,6,12,2,0,1,3,0,2,0,8,1,0,0,1,0,2,2,1,7,1,1,1,1,1,2,5,1,1,14,,,,119
363,13,0,0,5,9,6,1,1,8,1,2,4,2,11,7,70,6,0,4,10,2,9,1,3,1,2,0,18,1,2,2,1,1,2,0,1,10,1,1,1,1,1,2,0,1,1,9,,,,117
364,13,5,5,5,9,6,1,1,8,1,2,4,1,10,7,78,6,0,1,7,2,9,1,2,1,2,4,21,1,2,2,1,0,2,0,0,8,1,1,0,0,1,2,0,0,0,5,,,,119
365,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,1,0,0,3,1,0,0,5,1,1,1,1,1,2,2,1,10,1,1,1,1,1,2,5,1,1,14,,,,127
366,13,5,5,0,0,6,1,1,8,1,2,4,1,0,7,54,6,5,0,11,2,9,1,3,1,2,0,18,1,2,2,1,2,2,2,0,12,1,1,1,1,1,2,6,1,1,15,,,,110
367,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,0,1,7,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,5,1,1,1,1,1,2,6,1,1,15,,,,107
368,9,5,1,5,0,0,1,1,1,1,1,0,2,7,2,36,5,3,1,9,2,8,0,3,0,2,5,20,1,0,0,1,2,1,0,0,5,0,1,0,0,0,1,5,1,0,8,,,,78
369,13,5,5,5,9,6,1,1,7,0,2,4,2,11,7,78,6,0,7,13,2,0,1,3,1,0,0,7,1,2,2,1,2,2,0,1,11,1,1,0,1,1,2,6,1,1,14,,,,123
370,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,0,5,11,2,0,1,1,0,0,0,4,1,0,0,1,0,2,1,1,6,0,1,0,0,1,2,6,0,0,10,,,,111
371,13,0,0,0,8,4,1,1,8,1,2,1,2,11,1,53,6,0,0,6,2,0,1,3,1,2,0,9,1,2,2,1,0,2,2,0,10,1,1,1,1,1,2,5,1,1,14,,,,92
372,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,9,1,3,1,2,0,18,1,2,2,0,2,2,2,1,12,1,1,0,0,1,2,6,1,1,13,,,,141
373,12,5,0,5,8,4,1,1,2,0,2,4,2,10,7,63,6,0,1,7,1,0,1,2,1,2,0,7,1,2,2,1,0,2,0,0,8,0,0,1,0,1,1,6,1,0,10,,,,95
374,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,1,12,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,5,1,1,1,1,1,2,6,1,1,15,,,,112
375,13,5,5,5,9,6,0,1,8,1,2,2,2,11,6,76,6,5,7,18,1,9,1,2,1,2,5,21,1,2,2,1,2,2,2,0,12,1,1,1,1,1,2,6,0,0,13,,,,140
376,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,9,1,3,1,2,6,24,0,2,2,1,2,2,2,1,12,0,1,1,1,1,2,6,1,1,14,,,,148
377,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,5,16,2,9,1,2,1,2,5,22,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,146
378,13,5,5,5,9,6,1,1,8,1,2,4,2,11,0,73,6,0,1,7,0,0,0,3,0,0,0,3,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,111
379,13,5,4,0,0,6,0,1,0,0,0,4,2,10,0,45,6,0,3,9,2,0,1,2,0,1,0,6,1,1,2,1,2,2,1,0,10,1,1,0,0,0,2,0,1,0,5,,,,75
380,11,5,5,5,9,6,1,1,6,1,2,4,2,11,7,76,6,5,5,16,2,9,1,3,1,2,0,18,1,0,0,0,0,2,1,1,5,1,1,1,1,1,2,0,1,1,9,,,,124
381,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,0,6,12,2,9,1,2,1,2,0,17,1,2,2,1,2,2,2,1,13,0,1,0,1,1,1,6,0,1,11,,,,133
382,13,5,5,4,7,5,1,1,8,1,2,3,2,9,7,73,6,0,4,10,1,0,0,3,0,2,0,6,1,0,0,1,0,2,0,0,4,1,1,1,0,1,2,6,1,1,14,,,,107
383,13,5,5,5,9,4,1,1,8,1,2,4,2,11,7,78,6,5,5,16,2,0,1,2,1,2,0,8,1,2,2,0,1,2,2,1,11,0,1,0,0,0,2,0,1,1,5,,,,118
384,12,5,5,5,9,5,0,1,7,1,2,4,2,11,7,76,6,0,1,7,1,0,1,2,1,2,0,7,1,2,2,0,0,2,1,0,8,1,1,1,0,1,1,4,0,1,10,,,,108
385,12,5,5,5,9,5,1,1,5,0,2,4,2,10,6,72,6,0,5,11,2,0,1,2,1,2,0,8,1,2,2,0,2,2,1,0,10,0,1,1,0,0,1,5,0,0,8,,,,109
386,12,5,5,0,9,5,1,1,6,0,1,4,2,10,7,68,6,5,1,12,2,0,1,2,1,2,6,14,1,2,2,0,0,2,2,1,10,1,1,0,0,1,1,6,1,1,12,,,,116
387,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,150
388,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,0,7,13,1,0,1,3,1,2,0,8,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,129
389,12,5,5,4,8,3,1,1,6,1,2,4,1,10,6,69,6,0,5,11,2,0,0,2,1,0,0,5,1,2,2,1,2,2,2,1,13,0,1,0,0,0,0,6,0,1,8,,,,106
390,13,5,5,5,9,6,1,1,8,1,2,3,1,10,7,77,6,5,7,18,2,8,1,2,1,0,0,14,1,2,2,0,0,0,1,0,6,0,1,0,0,1,2,6,0,0,10,,,,125
391,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,0,1,14,,,,149
392,12,5,4,5,9,5,1,0,4,0,0,4,2,8,4,63,6,1,5,12,1,8,1,2,0,2,4,18,1,1,1,0,1,2,1,1,8,0,1,0,0,1,1,5,0,0,8,,,,109
393,13,5,5,5,9,6,1,1,8,1,2,4,1,11,7,79,6,5,7,18,2,0,0,3,1,2,6,14,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,0,1,14,,,,138
394,12,5,5,5,9,6,1,1,8,1,2,4,2,11,7,79,6,5,6,17,2,0,1,2,1,2,0,8,1,2,2,1,2,2,0,0,10,1,1,0,1,1,2,6,1,1,14,,,,128
395,12,5,5,4,0,6,1,1,7,1,2,4,2,11,7,68,6,5,0,11,2,0,0,2,1,0,0,5,1,2,2,1,2,2,1,0,11,1,1,0,0,1,2,6,0,1,12,,,,107
396,13,5,5,5,9,6,1,1,5,1,2,4,2,8,7,74,6,5,7,18,2,9,0,0,1,2,5,19,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,6,0,0,9,,,,120
397,13,5,0,5,9,6,1,1,8,1,2,4,2,11,7,75,6,5,7,18,2,9,1,3,1,2,0,18,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,139
398,13,5,0,5,9,6,1,1,3,0,2,4,1,9,6,65,6,4,4,14,2,5,0,2,0,2,0,11,1,2,2,1,2,2,1,0,11,1,1,0,0,1,2,6,1,1,13,,,,114
399,13,0,5,5,9,6,1,1,8,1,2,4,2,11,7,75,6,5,6,17,1,9,1,3,0,2,0,16,1,2,2,0,0,2,1,1,9,1,1,1,0,1,1,6,0,1,12,,,,129
400,13,5,5,5,9,5,1,1,7,1,2,4,2,9,7,76,6,0,4,10,2,9,1,2,1,0,0,15,1,2,2,1,2,2,1,0,11,0,0,0,1,0,2,5,0,1,9,,,,121
401,13,5,5,4,9,6,1,1,8,1,2,4,2,9,7,77,6,0,6,12,1,9,1,3,1,2,0,17,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,0,1,14,,,,133
402,13,5,5,5,9,6,1,1,8,0,2,4,2,11,7,79,6,5,7,18,2,9,1,3,1,2,6,24,1,2,2,1,2,2,1,1,12,1,1,1,1,1,2,6,1,0,14,,,,147
403,13,5,5,5,9,6,1,0,8,1,1,4,2,11,7,78,6,0,5,11,2,9,1,2,1,2,0,17,1,2,2,1,2,2,2,1,13,1,1,0,0,1,2,6,0,0,11,,,,130
404,13,5,5,5,0,6,1,0,8,0,2,4,2,11,7,69,6,0,5,11,0,0,0,0,0,2,0,2,1,0,0,0,0,2,1,0,4,0,0,0,0,1,1,0,0,0,2,,,,88
405,13,5,0,5,9,6,1,1,8,1,2,4,2,11,7,75,6,0,7,13,2,9,1,3,1,1,0,17,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,133
406,13,5,5,5,9,6,1,1,5,1,2,4,1,10,7,75,0,0,0,0,2,9,0,2,1,1,0,15,1,2,2,1,2,2,0,0,10,1,1,0,0,1,2,6,0,1,12,,,,112
407,13,5,5,5,9,6,1,1,6,1,2,4,1,11,7,77,6,5,5,16,1,0,1,3,1,2,5,13,1,2,2,0,0,2,0,1,8,1,1,0,0,1,2,0,0,0,5,,,,119
408,13,5,0,5,9,5,1,1,8,1,2,4,2,11,7,74,6,5,7,18,2,9,1,2,1,2,6,23,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,0,1,14,,,,142
409,13,5,0,4,9,6,1,1,8,1,2,4,2,11,7,74,0,5,7,12,2,9,1,3,1,2,6,24,1,2,2,0,1,2,2,1,11,1,1,1,1,1,2,0,1,1,9,,,,130
410,13,5,5,5,9,6,1,1,5,1,2,4,2,11,7,77,6,0,4,10,2,9,0,2,1,2,0,16,1,0,0,0,0,1,1,0,3,1,1,1,0,1,2,6,1,0,13,,,,119
411,0,5,5,5,6,5,0,1,8,1,2,4,2,11,7,62,6,2,7,15,2,5,0,3,1,2,0,13,1,2,2,1,2,2,2,1,13,1,1,0,0,1,2,0,1,1,7,,,,110
412,13,5,5,4,9,6,1,1,7,1,1,2,2,0,5,62,6,0,4,10,2,9,1,3,1,2,0,18,1,2,2,0,1,1,0,0,7,1,1,0,0,0,1,6,0,0,9,,,,106
413,13,5,5,5,9,6,1,1,7,1,2,4,2,9,7,77,6,3,5,14,2,9,1,2,1,0,0,15,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,134
414,13,5,0,5,9,5,1,1,8,1,2,4,1,10,7,72,6,5,6,17,2,0,1,2,1,0,6,12,1,2,2,0,2,2,0,1,10,1,1,1,0,1,2,6,0,0,12,,,,123
415,13,5,5,5,9,6,1,1,8,1,2,4,2,10,7,79,6,5,5,16,2,9,1,3,1,2,6,24,1,2,2,1,2,2,2,1,13,1,1,1,1,1,2,6,1,1,15,,,,147
416,13,5,5,5,9,6,1,1,8,1,2,4,2,11,7,80,6,5,6,17,1,8,1,2,1,2,5,20,1,2,2,1,2,2,1,1,12,1,1,1,1,1,2,4,1,1,13,,,,142
417,13,5,0,5,9,6,1,1,3,1,1,0,2,11,7,65,6,0,7,13,2,7,1,3,1,2,0,16,0,2,2,1,2,2,2,1,12,0,0,0,0,1,2,6,1,0,10,,,,116
418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
419,13,5,5,0,9,6,1,1,8,1,2,4,2,11,0,68,6,0,0,6,2,0,0,3,1,2,6,14,1,2,2,1,2,2,2,1,13,1,1,1,0,1,2,6,1,1,14,,,,115
